method,condition,seed,attack_level,timestep,reward,distance_to_goal,is_success,action_norm,intended_action_norm,safety_violation,recovery_triggered,episode_idx
random_recovery,action_clipping,0,0.3,39,-0.0,0.0010152987866651325,1.0,0.006160513032227755,1.0311826467514038,0.0,1.0,1
random_recovery,action_clipping,0,0.3,40,-0.0,0.0008525607041340675,1.0,0.0050766062922775745,1.0276068449020386,0.0,1.0,1
random_recovery,action_clipping,0,0.3,41,-0.0,0.0007391119009125283,1.0,0.004262993112206459,1.6491895914077759,0.0,1.0,1
random_recovery,action_clipping,0,0.3,42,-0.0,0.0006692137153177954,1.0,0.003695592051371932,0.8735184669494629,0.0,1.0,1
random_recovery,action_clipping,0,0.3,43,-0.0,0.0006349662109628099,1.0,0.0033460715785622597,0.8653420805931091,0.0,1.0,1
random_recovery,action_clipping,0,0.3,44,-0.0,0.0006268263276030493,1.0,0.0031746209133416414,0.8656784296035767,0.0,1.0,1
random_recovery,action_clipping,0,0.3,45,-0.0,0.0006354925405581597,1.0,0.0031342068687081337,1.084657073020935,0.0,1.0,1
random_recovery,action_clipping,0,0.3,46,-0.0,0.0006535761790990429,1.0,0.00317734619602561,1.290040135383606,0.0,1.0,1
random_recovery,action_clipping,0,0.3,47,-0.0,0.0006759922837225596,1.0,0.003267628140747547,1.070124864578247,0.0,1.0,1
random_recovery,action_clipping,0,0.3,48,-0.0,0.0006995832378324803,1.0,0.0033797239884734154,1.4352052211761475,0.0,1.0,1
random_recovery,action_clipping,0,0.3,49,-0.0,0.0007225598689246182,1.0,0.003497801488265395,1.5274213552474976,0.0,1.0,1
random,action_clipping,0,0.3,0,-1.0,0.12031717742456113,0.0,0.5343159437179565,0.8964162468910217,0.0,0.0,2
random,action_clipping,0,0.3,1,-1.0,0.10373713826089123,0.0,0.6000000238418579,1.0588700771331787,0.0,0.0,2
random,action_clipping,0,0.3,2,-1.0,0.11248629258228064,0.0,0.5525414347648621,0.9983711838722229,0.0,0.0,2
random,action_clipping,0,0.3,3,-1.0,0.09883834711747597,0.0,0.5414031147956848,1.3430243730545044,0.0,0.0,2
random,action_clipping,0,0.3,4,-1.0,0.10244048508018982,0.0,0.6000000238418579,0.8975083827972412,0.0,0.0,2
random,action_clipping,0,0.3,5,-1.0,0.10469469421745019,0.0,0.6000000238418579,1.6100231409072876,0.0,0.0,2
random,action_clipping,0,0.3,6,-1.0,0.09898238222292854,0.0,0.5210809707641602,1.1811695098876953,0.0,0.0,2
random,action_clipping,0,0.3,7,-1.0,0.08577624970955344,0.0,0.5621982216835022,0.973403811454773,0.0,0.0,2
random,action_clipping,0,0.3,8,-1.0,0.07233977266789988,0.0,0.6000000238418579,1.3883013725280762,0.0,0.0,2
random,action_clipping,0,0.3,9,-1.0,0.07701435186148228,0.0,0.4279625117778778,0.8264590501785278,0.0,0.0,2
random,action_clipping,0,0.3,10,-1.0,0.08641631765941857,0.0,0.5005918741226196,0.5488994121551514,0.0,0.0,2
random,action_clipping,0,0.3,11,-1.0,0.09343631394006036,0.0,0.5303981900215149,0.9489431381225586,0.0,0.0,2
random,action_clipping,0,0.3,12,-1.0,0.10476529195868282,0.0,0.43686944246292114,1.0843725204467773,0.0,0.0,2
random,action_clipping,0,0.3,13,-1.0,0.09559341445961195,0.0,0.5342442393302917,1.0424058437347412,0.0,0.0,2
random,action_clipping,0,0.3,14,-1.0,0.08893350382210873,0.0,0.5798972845077515,1.0698508024215698,0.0,0.0,2
